"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	58	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	120	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Black or African American"	"2054-5"	"Female"	"F"	142	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Black or African American"	"2054-5"	"Male"	"M"	293	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"White"	"2106-3"	"Female"	"F"	998	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"White"	"2106-3"	"Male"	"M"	2223	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"More than one race"	"M"	"Male"	"M"	29	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Aug., 2021"	"2021/08"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	74	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	121	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Black or African American"	"2054-5"	"Female"	"F"	126	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Black or African American"	"2054-5"	"Male"	"M"	298	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"White"	"2106-3"	"Female"	"F"	967	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"White"	"2106-3"	"Male"	"M"	2305	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"More than one race"	"M"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"More than one race"	"M"	"Male"	"M"	25	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Sep., 2021"	"2021/09"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	78	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	118	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Asian"	"A"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Asian"	"A"	"Male"	"M"	34	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Black or African American"	"2054-5"	"Female"	"F"	133	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Black or African American"	"2054-5"	"Male"	"M"	280	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"White"	"2106-3"	"Female"	"F"	1032	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"White"	"2106-3"	"Male"	"M"	2314	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"More than one race"	"M"	"Female"	"F"	18	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"More than one race"	"M"	"Male"	"M"	24	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Oct., 2021"	"2021/10"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	73	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	106	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Asian"	"A"	"Female"	"F"	15	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Asian"	"A"	"Male"	"M"	42	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Black or African American"	"2054-5"	"Female"	"F"	127	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Black or African American"	"2054-5"	"Male"	"M"	288	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"White"	"2106-3"	"Female"	"F"	915	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"White"	"2106-3"	"Male"	"M"	2205	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"More than one race"	"M"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"More than one race"	"M"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Nov., 2021"	"2021/11"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	69	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	115	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Asian"	"A"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Asian"	"A"	"Male"	"M"	42	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Black or African American"	"2054-5"	"Female"	"F"	123	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Black or African American"	"2054-5"	"Male"	"M"	323	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"White"	"2106-3"	"Female"	"F"	994	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"White"	"2106-3"	"Male"	"M"	2286	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"More than one race"	"M"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"More than one race"	"M"	"Male"	"M"	27	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Dec., 2021"	"2021/12"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	80	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	124	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Asian"	"A"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Asian"	"A"	"Male"	"M"	57	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Black or African American"	"2054-5"	"Female"	"F"	145	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Black or African American"	"2054-5"	"Male"	"M"	319	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"White"	"2106-3"	"Female"	"F"	978	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"White"	"2106-3"	"Male"	"M"	2437	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"More than one race"	"M"	"Female"	"F"	20	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"More than one race"	"M"	"Male"	"M"	34	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jan., 2022"	"2022/01"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	51	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	92	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Asian"	"A"	"Male"	"M"	58	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Black or African American"	"2054-5"	"Female"	"F"	89	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Black or African American"	"2054-5"	"Male"	"M"	254	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"White"	"2106-3"	"Female"	"F"	832	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"White"	"2106-3"	"Male"	"M"	2104	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"More than one race"	"M"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"More than one race"	"M"	"Male"	"M"	23	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Feb., 2022"	"2022/02"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	61	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	90	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Asian"	"A"	"Male"	"M"	42	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Black or African American"	"2054-5"	"Female"	"F"	91	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Black or African American"	"2054-5"	"Male"	"M"	256	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"White"	"2106-3"	"Female"	"F"	911	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"White"	"2106-3"	"Male"	"M"	2090	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"More than one race"	"M"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"More than one race"	"M"	"Male"	"M"	12	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Mar., 2022"	"2022/03"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	62	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	98	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Asian"	"A"	"Male"	"M"	37	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Black or African American"	"2054-5"	"Female"	"F"	102	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Black or African American"	"2054-5"	"Male"	"M"	241	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"White"	"2106-3"	"Female"	"F"	911	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"White"	"2106-3"	"Male"	"M"	2007	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"More than one race"	"M"	"Male"	"M"	16	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Apr., 2022"	"2022/04"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	60	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	111	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Asian"	"A"	"Male"	"M"	38	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Black or African American"	"2054-5"	"Female"	"F"	114	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Black or African American"	"2054-5"	"Male"	"M"	243	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"White"	"2106-3"	"Female"	"F"	880	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"White"	"2106-3"	"Male"	"M"	2039	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"More than one race"	"M"	"Male"	"M"	24	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"May, 2022"	"2022/05"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	66	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	99	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Asian"	"A"	"Male"	"M"	36	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Black or African American"	"2054-5"	"Female"	"F"	99	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Black or African American"	"2054-5"	"Male"	"M"	236	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"White"	"2106-3"	"Female"	"F"	900	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"White"	"2106-3"	"Male"	"M"	2023	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"More than one race"	"M"	"Male"	"M"	15	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	66	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	92	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Black or African American"	"2054-5"	"Female"	"F"	115	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Black or African American"	"2054-5"	"Male"	"M"	254	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"White"	"2106-3"	"Female"	"F"	858	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"White"	"2106-3"	"Male"	"M"	2011	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"More than one race"	"M"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"More than one race"	"M"	"Male"	"M"	26	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	50	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	79	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Black or African American"	"2054-5"	"Female"	"F"	112	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Black or African American"	"2054-5"	"Male"	"M"	238	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"White"	"2106-3"	"Female"	"F"	988	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"White"	"2106-3"	"Male"	"M"	2022	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"More than one race"	"M"	"Male"	"M"	25	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	55	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	104	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Asian"	"A"	"Male"	"M"	36	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Black or African American"	"2054-5"	"Female"	"F"	101	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Black or African American"	"2054-5"	"Male"	"M"	216	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"White"	"2106-3"	"Female"	"F"	903	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"White"	"2106-3"	"Male"	"M"	2020	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"More than one race"	"M"	"Male"	"M"	16	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	51	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	93	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Asian"	"A"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Asian"	"A"	"Male"	"M"	48	Not Applicable	Not Applicable
